action,artist_folder,title,old_path,new_path,reason
would_move,And,"Girlfriend ;Composed by D.Rambo and J.Richmond","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Billie Piper - Girlfriend.kar","/storage/emulated/0/htdocs/midisnd/And/Girlfriend ;Composed by D.Rambo and J.Richmond - And.kar",
would_move,"Raphael Pungin","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Billy_Joel_-_The_longest_time.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
skip_no_artist,,Bass,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bing Rodrigo gintongaraw.mid",,"no artist meta"
skip_no_artist,,BINIBINI,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/BINIBINI_(715692).mid",,"no artist meta"
skip_no_artist,,Bitch,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bitch_(218839).kar",,"no artist meta"
skip_no_artist,,"Bituing walang ningning","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bituing Walang Ningning - Sharon.mid",,"no artist meta"
would_move,"Raphael Pungin","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bizarre Love Triangle - New Order.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
would_move,her,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bob Carlisle - Butterfly Kisses.kar","/storage/emulated/0/htdocs/midisnd/her/Soft karaoke - her.kar",
skip_no_artist,,"My Special Angel - Bobby Vinton","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bobby_Vinton_-_My_special_angel.kar",,"no artist meta"
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bob_Marley_-_No_woman_no_cry.kar",,"no artist meta"
would_move,"Raphael Pungin (raphael@cnct.com)","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Boney_M_-_Rasputin.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin (raphael@cnct.com)/Soft Karaoke - Raphael Pungin (raphael@cnct.com).kar",
would_move,the,"Making love out of nothing at all","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bonnie Tyler - Making Love Out Of Nothing At All.kar","/storage/emulated/0/htdocs/midisnd/the/Making love out of nothing at all - the.kar",
skip_no_artist,,"BOULEVARD NG PAG-IBIG","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/BOULEVARD NG PAG-IBIG_(218196).kar",,"no artist meta"
skip_no_artist,,"ARMS OF MARY","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Boyzone_-_Arms_of_Mary.mid",,"no artist meta"
skip_no_artist,,Meta,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bread_-_Too_much_love.mid",,"no artist meta"
skip_no_artist,,"BREAKING MY HEART","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/BREAKING_MY_HEART_(713748).mid",,"no artist meta"
would_move,Woof,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Britney Spears - I Love Rock And Roll.kar","/storage/emulated/0/htdocs/midisnd/Woof/Soft karaoke - Woof.kar",
would_move,Woof,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Britney Spears - I Love Rock N' Roll.kar","/storage/emulated/0/htdocs/midisnd/Woof/Soft karaoke - Woof.kar",
would_move,BA,Piano,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Britney Spears - If You Seek Amy.kar","/storage/emulated/0/htdocs/midisnd/BA/Piano - BA.kar",
would_move,"Bárbara Morais (Turma do Cante!)","BRITNEY SPEARS - I'm A Slave For You","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Britney Spears - Im a Slave For You.kar","/storage/emulated/0/htdocs/midisnd/Bárbara Morais (Turma do Cante!)/BRITNEY SPEARS - I'm A Slave For You - Bárbara Morais (Turma do Cante!).kar",
would_move,"Cecilia A. Gebhard - kar by Mike M (July 2000)",untitled,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Britney Spears - Stronger.kar","/storage/emulated/0/htdocs/midisnd/Cecilia A. Gebhard - kar by Mike M (July 2000)/untitled - Cecilia A. Gebhard - kar by Mike M (July 2000).kar",
would_move,"Noel C. Nicolas - kar by Mike M (June 2000)","What You See (Is What You Get)","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Britney Spears - What U See (Is What U Get).kar","/storage/emulated/0/htdocs/midisnd/Noel C. Nicolas - kar by Mike M (June 2000)/What You See (Is What You Get) - Noel C. Nicolas - kar by Mike M (June 2000).kar",
would_move,"NoteWorthy Composer","Metal Template (4/4)","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Britney Spears - Where Are You Now.kar","/storage/emulated/0/htdocs/midisnd/NoteWorthy Composer/Metal Template (4 4) - NoteWorthy Composer.kar",
skip_no_artist,,MB1279,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/bruno_mars-count_on_me.kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bryan Hyland - Itsy Bitsy Teeny Weeny Yellow Polkadot Bikini.kar",,"no artist meta"
skip_no_artist,,"Cuts Like A Knife","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bryan_Adams_-_Cuts_like_a_knife.kar",,"no artist meta"
would_move,"Patrick Matte","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bryan_Adams_-_Summer_of_69.kar","/storage/emulated/0/htdocs/midisnd/Patrick Matte/Soft Karaoke - Patrick Matte.kar",
would_move,"WWST - kar by Mike M (Feb. 2000)",Meta,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bryan_Adams_-_The_best_of_me.mid","/storage/emulated/0/htdocs/midisnd/WWST - kar by Mike M (Feb. 2000)/Meta - WWST - kar by Mike M (Feb. 2000).mid",
skip_no_artist,,"Bumalik Ka Na","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bumalik Ka Na_(218624).kar",,"no artist meta"
skip_no_artist,,"Bumangon Ka","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bumangon Ka_(218693).kar",,"no artist meta"
would_move,"Mike M (1 1 2000)","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/B_52_-_The_Flintstones.kar","/storage/emulated/0/htdocs/midisnd/Mike M (1 1 2000)/Soft karaoke - Mike M (1 1 2000).kar",
would_move,Fred,"Howdy You'all","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/California Girls - Beach Boys.kar","/storage/emulated/0/htdocs/midisnd/Fred/Howdy You'all - Fred.kar",
would_move,Hey,"Call Me Maybe - Carly Rae Jepson","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Call Me Maybe - Carly Rae Jepson.kar","/storage/emulated/0/htdocs/midisnd/Hey/Call Me Maybe - Carly Rae Jepson - Hey.kar",
would_move,"Da Dalto Laurent","CAN YOU FEEL THE LOVE TONIGHT","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Can You Feel the Love Tonight - Elton John.KAR","/storage/emulated/0/htdocs/midisnd/Da Dalto Laurent/CAN YOU FEEL THE LOVE TONIGHT - Da Dalto Laurent.kar",
skip_no_artist,,"CAN'T GET YOU OUT OF MY HEAD","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/CAN'T GET YOU OUT OF MY HEAD_(219131).kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Candle in the Wind - Elton John.kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Carly_Simon_-_You_are_so_vain.kar",,"no artist meta"
skip_no_artist,,"CELEBRATE JESUS CELEBRATE","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/CELEBRATE JESUS CELEBRATE_(219330).kar",,"no artist meta"
skip_no_artist,,Bass,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Celeste Legaspi gaanokoikawkamahal.mid",,"no artist meta"
would_move,"xg synthsizer in heard better","I'M YOUR ANGEL","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Celine Dion & R Kelly - I'm Your Angel.kar","/storage/emulated/0/htdocs/midisnd/xg synthsizer in heard better/I'M YOUR ANGEL - xg synthsizer in heard better.kar",
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Celine_Dion_and_Barbara_Streisand_-_Tell_him.mid",,"no artist meta"
skip_no_artist,,"Chi Hua Hua","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Chi Hua Hua_(219218).kar",,"no artist meta"
would_move,"Unregistered User","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Chicago - Baby, What A Big Surprise.kar","/storage/emulated/0/htdocs/midisnd/Unregistered User/Soft karaoke - Unregistered User.kar",
would_move,"Raphael Pungin. br326@cleveland.freenet.edu","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bangles_-_Eternal_Flame.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin. br326@cleveland.freenet.edu/Soft Karaoke - Raphael Pungin. br326@cleveland.freenet.edu.kar",
would_move,"Barry Manilow",Ships,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Barry_Manilow_-_Ships.kar","/storage/emulated/0/htdocs/midisnd/Barry Manilow/Ships - Barry Manilow.kar",
skip_no_artist,,"BASTA'T IKAW","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/BASTA'T IKAW_(219143).kar",,"no artist meta"
skip_no_artist,,BATIBOT,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/BATIBOT_(219321).mid",,"no artist meta"
would_move,"Anthony Hosking","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Beatles_-_Anna.mid","/storage/emulated/0/htdocs/midisnd/Anthony Hosking/Soft karaoke - Anthony Hosking.mid",
skip_no_artist,,Meta,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Beatles_-_Till_there_was_you.kar",,"no artist meta"
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Beautiful In My Eyes (Joshua Kadison).mid",,"no artist meta"
skip_no_artist,,BECAUSE,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/BECAUSE_(715434).mid",,"no artist meta"
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Beer Barrell Polka - The Andrew Sisters.kar",,"no artist meta"
would_move,"Bee Gees","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bee_Gees_-_More_than_a_woman.kar","/storage/emulated/0/htdocs/midisnd/Bee Gees/Soft karaoke - Bee Gees.kar",
would_move,"Veikko Hoffmeister","WORDS ;Barry Gibb / Robin Gibb / Maurice Gibb","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bee_Gees_-_Words.mid","/storage/emulated/0/htdocs/midisnd/Veikko Hoffmeister/WORDS ;Barry Gibb Robin Gibb Maurice Gibb - Veikko Hoffmeister.mid",
skip_no_artist,,"Before I Let You Go","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Before_I_Let_You_Go_(219108).mid",,"no artist meta"
would_move,MicroLAN,untitled,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Belinda Carlisle - Heaven Is A Pleace On Earth.kar","/storage/emulated/0/htdocs/midisnd/MicroLAN/untitled - MicroLAN.kar",
skip_no_artist,,"Better Off Alone","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Better Off Alone_(218975).kar",,"no artist meta"
skip_no_artist,,"It Had To Be You","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Betty Hunton - It Had To Be You.kar",,"no artist meta"
would_move,the,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Beyonce - Naughty Girl.kar","/storage/emulated/0/htdocs/midisnd/the/Soft karaoke - the.kar",
would_move,Redsal@aol.com,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Beyond The Sea - Bobby Darin.kar","/storage/emulated/0/htdocs/midisnd/Redsal@aol.com/Soft karaoke - Redsal@aol.com.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Big Yellow Taxi - Amy Grant.kar",,"no artist meta"
would_move,"adagio@sanctuary.nslug.ns.ca - April 2000","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Billy Ocean - Suddenly.kar","/storage/emulated/0/htdocs/midisnd/adagio@sanctuary.nslug.ns.ca - April 2000/Soft karaoke - adagio@sanctuary.nslug.ns.ca - April 2000.kar",
would_move,"Patrick Matte","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Birthday - The Beatles.KAR","/storage/emulated/0/htdocs/midisnd/Patrick Matte/Soft Karaoke - Patrick Matte.kar",
skip_no_artist,,"BITIN AKO SA IYO","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/BITIN AKO SA IYO_(218446).kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Blondie - Call Me.kar",,"no artist meta"
would_move,my,"BLUE - If You Come Back","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Blue - If You Come Back.kar","/storage/emulated/0/htdocs/midisnd/my/BLUE - If You Come Back - my.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bonnie_Tyler_-_Total_eclipse_of_the_heart.mid",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bon_Jovi_-_I_will_be_there_for_you.kar",,"no artist meta"
skip_no_artist,,"Bop Bop Baby","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bop Bop Baby_(219062).kar",,"no artist meta"
skip_no_artist,,"Boracay Baby","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Boracay Baby_(219211).kar",,"no artist meta"
would_move,"MIDI Studio  Audio-SIM -Bulgaria,Varna","""I'M BORN TO MAKE YOU HAPPY""","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Born to Make You Happy - Britney Spears.kar","/storage/emulated/0/htdocs/midisnd/MIDI Studio  Audio-SIM -Bulgaria,Varna/I'M BORN TO MAKE YOU HAPPY - MIDI Studio Audio - SIM - Bulgaria,Varna.kar",
would_move,"Mike M (October 2000)","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Boyzone_-_A_different_beat(0).mid","/storage/emulated/0/htdocs/midisnd/Mike M (October 2000)/Soft karaoke - Mike M (October 2000).mid",
would_move,"Rob Ingham","General MIDI Authoring Template","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Boyzone_-_No_matter_what.kar","/storage/emulated/0/htdocs/midisnd/Rob Ingham/General MIDI Authoring Template - Rob Ingham.kar",
would_move,"Jens Niehues - kar by Mike M (April 2000)","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Breathe - Faith Hill.kar","/storage/emulated/0/htdocs/midisnd/Jens Niehues - kar by Mike M (April 2000)/Soft karaoke - Jens Niehues - kar by Mike M (April 2000).kar",
would_move,I'm,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Britney Spears - Circus.kar","/storage/emulated/0/htdocs/midisnd/I'm/Soft karaoke - I'm.kar",
would_move,"NoteWorthy Composer","Rock Template (4/4)","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Britney Spears - Dont Go Knockin on My Door.kar","/storage/emulated/0/htdocs/midisnd/NoteWorthy Composer/Rock Template (4 4) - NoteWorthy Composer.kar",
would_move,RicBNH,"EVERYTIME Remixed by RicBNH @RAN Productions Studios","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Britney Spears - Everytime.kar","/storage/emulated/0/htdocs/midisnd/RicBNH/EVERYTIME Remixed by RicBNH @RAN Productions Studios - RicBNH.kar",
would_move,"Zoe, Yazz and Chris Lawrence (02 05 00) chris@blue10.co.uk","Oops! I Did It Again - Britney Spears","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Britney Spears - Oops I Did It Again.kar","/storage/emulated/0/htdocs/midisnd/Zoe, Yazz and Chris Lawrence (02 05 00) chris@blue10.co.uk/Oops! I Did It Again - Britney Spears - Zoe, Yazz and Chris Lawrence (02 05 00) chris@blue10.co.uk.kar",
would_move,"Mike M","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Britney Spears - Sometimes.kar","/storage/emulated/0/htdocs/midisnd/Mike M/Soft karaoke - Mike M.kar",
would_move,"Raphael Pungin","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Broken Wings - Mr. Mister.KAR","/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
would_move,"Bryan Adams, Rod Stewart, and Sting","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bryan_Adams_-_All_for_love.mid","/storage/emulated/0/htdocs/midisnd/Bryan Adams, Rod Stewart, and Sting/Soft karaoke - Bryan Adams, Rod Stewart, and Sting.mid",
would_move,"Raphael Pungin (raphael@cnct.com)","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bryan_Adams_-_Have_you_ever_really_loved_a_woman.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin (raphael@cnct.com)/Soft Karaoke - Raphael Pungin (raphael@cnct.com).kar",
skip_no_artist,,"Please Forgive Me","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bryan_Adams_-_Please_forgive_me.mid",,"no artist meta"
skip_no_artist,,"Buhay Amerika","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Buhay Amerika_(219063).kar",,"no artist meta"
skip_no_artist,,"Buhay At Pagibig Ko","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Buhay At Pagibig Ko_(218623).kar",,"no artist meta"
skip_no_artist,,"Bulag, pipi At Bingi","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bulag- pipi At Bingi_(219064).kar",,"no artist meta"
skip_no_artist,,Bass,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/bulaklak_kuhldesma.mid",,"no artist meta"
skip_no_artist,,"Bulong Ng Damdamin","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bulong Ng Damdamin_(219065).kar",,"no artist meta"
would_move,"Karen Jones","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/BWitched - Jesse Hold On.kar","/storage/emulated/0/htdocs/midisnd/Karen Jones/Soft karaoke - Karen Jones.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Burt Bacharach - I'll Never Fall In Love Again.kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Bye Bye Love - Everly Brothers.kar",,"no artist meta"
skip_no_artist,,LaCamparsita,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Campancita Tango.mid",,"no artist meta"
skip_no_artist,,"Can't Help Fallin In Love With You","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Can't Help Fallin In Love With You_(219217).kar",,"no artist meta"
would_move,"Carly Simon","Coming Around Again","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Carly_Simon_-_Coming_around_again.kar","/storage/emulated/0/htdocs/midisnd/Carly Simon/Coming Around Again - Carly Simon.kar",
would_move,"Edirol Mi","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Cars_-_Drive.kar","/storage/emulated/0/htdocs/midisnd/Edirol Mi/Soft Karaoke - Edirol Mi.kar",
would_move,Cascades,untitled,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Cascades - Rhythm Of The Rain.kar","/storage/emulated/0/htdocs/midisnd/Cascades/untitled - Cascades.kar",
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Cat Stevens - Father And Son.kar",,"no artist meta"
would_move,"Raphael Pungin","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Celebration - Kool and the Gang.KAR","/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
would_move,"Raphael Pungin (raphael@cnct.com)","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Celine_Dion_-_If_you_asked_me_to.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin (raphael@cnct.com)/Soft Karaoke - Raphael Pungin (raphael@cnct.com).kar",
would_move,Through,"Celine Dion - I'm alive","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Celine_Dion_-_I_am_alive.kar","/storage/emulated/0/htdocs/midisnd/Through/Celine Dion - I'm alive - Through.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Celine_Dion_-_To_love_you_more.kar",,"no artist meta"
would_move,"Joao Campos","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/A/Champagne Supernova - Oasis.kar","/storage/emulated/0/htdocs/midisnd/Joao Campos/Soft karaoke - Joao Campos.kar",
would_move,"Raphael Pungin","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Chicago - If You Leave Me Now.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
skip_no_artist,,"HARD TO SAY I'M SORRY (1982)","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Chicago_-_Hard_to_say_Im_sorry.kar",,"no artist meta"
skip_no_artist,,Meta,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Chicago_-_Youre_the_inspiration.kar",,"no artist meta"
skip_no_artist,,"Ching Fe Te E","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Ching Fe Te E_(219219).kar",,"no artist meta"
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/CHINITO.mid",,"no artist meta"
would_move,Abba,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Chiquitita - ABBA.kar","/storage/emulated/0/htdocs/midisnd/Abba/Soft Karaoke - Abba.kar",
would_move,"Adagio - April 2000","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Christ the Lord is Risen Today - Wesley.kar","/storage/emulated/0/htdocs/midisnd/Adagio - April 2000/Soft karaoke - Adagio - April 2000.kar",
would_move,"Ric_BNH @Yahoo.com","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Christina Aguilera - Beautiful.kar","/storage/emulated/0/htdocs/midisnd/Ric_BNH @Yahoo.com/Soft karaoke - Ric_BNH @Yahoo.com.kar",
would_move,NOW,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Christina Aguilera - Candyman.kar","/storage/emulated/0/htdocs/midisnd/NOW/Soft karaoke - NOW.kar",
would_move,"NoteWorthy Composer",come_on_over_baby_-_christina_aguilera,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Christina Aguilera - Come On Over Baby (All I Want Is You).kar","/storage/emulated/0/htdocs/midisnd/NoteWorthy Composer/come_on_over_baby_ - _christina_aguilera - NoteWorthy Composer.kar",
would_move,Grillo,"Christina Aguilera_Genie In A Bottle","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Christina Aguilera - Genie in a Bottle.kar","/storage/emulated/0/htdocs/midisnd/Grillo/Christina Aguilera_Genie In A Bottle - Grillo.kar",
would_move,Grillo,"I turn to you!","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Christina Aguilera - I Turn to You.kar","/storage/emulated/0/htdocs/midisnd/Grillo/I turn to you! - Grillo.kar",
would_move,YES,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Christina Aguilera - Keeps Gettin Better.kar","/storage/emulated/0/htdocs/midisnd/YES/Soft karaoke - YES.kar",
would_move,thevoice_within2003@yahoo.fr,"Oh Mother","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Christina Aguilera - Oh Mother.kar","/storage/emulated/0/htdocs/midisnd/thevoice_within2003@yahoo.fr/Oh Mother - thevoice_within2003@yahoo.fr.kar",
would_move,"RicBNH for Tecla in Italy","The Voice Within Remixed by RicBNH @RAN Productions Studios","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Christina Aguilera - The Voice Within.kar","/storage/emulated/0/htdocs/midisnd/RicBNH for Tecla in Italy/The Voice Within Remixed by RicBNH @RAN Productions Studios - RicBNH for Tecla in Italy.kar",
would_move,"Mike M (1 4 00)","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Christina Aguilera - What a Girl Wants.kar","/storage/emulated/0/htdocs/midisnd/Mike M (1 4 00)/Soft karaoke - Mike M (1 4 00).kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Christina Aguilera - You Lost Me.kar",,"no artist meta"
would_move,"Paul - thevoice_within@yahoo.fr",Words,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Christina Aguilera feat. Missy Elliott - Car Wash.kar","/storage/emulated/0/htdocs/midisnd/Paul - thevoice_within@yahoo.fr/Words - Paul - thevoice_within@yahoo.fr.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Christina Aguilera feat. Redman - Dirrty.kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Christina_Aguilera_-_Lady_Marmalade.kar",,"no artist meta"
would_move,"Raphael Pungin","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Chris_DeBurgh_-_Lady_in_red.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
skip_no_artist,,"Chu Fu","/storage/emulated/0/htdocs/midisnd/midi/videokeking 12/part1/b/Chu Fu_(219220).kar",,"no artist meta"
